f1,f2,f3,f4,f5,trial,true_category,response,correct,performance,agent,scaling,weight_type
1,1,1,1,0,16,1,0,0,0.5625,3,1.9000000000000001,skewed2
0,0,0,0,1,17,0,0,1,0.5882352941176471,3,1.9000000000000001,skewed2
1,0,0,0,1,18,1,0,0,0.5555555555555556,3,1.9000000000000001,skewed2
0,1,0,0,1,19,0,1,0,0.5263157894736842,3,1.9000000000000001,skewed2
1,1,0,0,1,20,1,1,1,0.55,3,1.9000000000000001,skewed2
0,0,1,0,1,21,0,1,0,0.5238095238095238,3,1.9000000000000001,skewed2
1,0,1,0,1,22,1,0,0,0.5,3,1.9000000000000001,skewed2
0,1,1,0,1,23,0,0,1,0.5217391304347826,3,1.9000000000000001,skewed2
1,1,1,0,1,24,1,1,1,0.5416666666666666,3,1.9000000000000001,skewed2
0,0,0,1,1,25,0,0,1,0.56,3,1.9000000000000001,skewed2
1,0,0,1,1,26,1,0,0,0.5384615384615384,3,1.9000000000000001,skewed2
0,1,0,1,1,27,0,0,1,0.5555555555555556,3,1.9000000000000001,skewed2
1,1,0,1,1,28,1,1,1,0.5714285714285714,3,1.9000000000000001,skewed2
0,0,1,1,1,29,0,1,0,0.5517241379310345,3,1.9000000000000001,skewed2
1,0,1,1,1,30,1,0,0,0.5333333333333333,3,1.9000000000000001,skewed2
0,1,1,1,1,31,0,1,0,0.5161290322580645,3,1.9000000000000001,skewed2
1,1,1,1,1,32,1,0,0,0.5,3,1.9000000000000001,skewed2
0,0,0,0,0,1,0,0,1,1,3,1.9000000000000001,skewed3
1,0,0,0,0,2,1,1,1,1,3,1.9000000000000001,skewed3
0,1,0,0,0,3,0,0,1,1,3,1.9000000000000001,skewed3
1,1,0,0,0,4,1,0,0,0.75,3,1.9000000000000001,skewed3
0,0,1,0,0,5,0,0,1,0.8,3,1.9000000000000001,skewed3
1,0,1,0,0,6,1,1,1,0.8333333333333334,3,1.9000000000000001,skewed3
0,1,1,0,0,7,0,0,1,0.8571428571428571,3,1.9000000000000001,skewed3
1,1,1,0,0,8,1,0,0,0.75,3,1.9000000000000001,skewed3
0,0,0,1,0,9,0,0,1,0.7777777777777778,3,1.9000000000000001,skewed3
1,0,0,1,0,10,1,0,0,0.7,3,1.9000000000000001,skewed3
0,1,0,1,0,11,0,1,0,0.6363636363636364,3,1.9000000000000001,skewed3
1,1,0,1,0,12,1,1,1,0.6666666666666666,3,1.9000000000000001,skewed3
0,0,1,1,0,13,0,1,0,0.6153846153846154,3,1.9000000000000001,skewed3
1,0,1,1,0,14,1,1,1,0.6428571428571429,3,1.9000000000000001,skewed3
0,1,1,1,0,15,0,1,0,0.6,3,1.9000000000000001,skewed3
1,1,1,1,0,16,1,0,0,0.5625,3,1.9000000000000001,skewed3
0,0,0,0,1,17,0,0,1,0.5882352941176471,3,1.9000000000000001,skewed3
1,0,0,0,1,18,1,0,0,0.5555555555555556,3,1.9000000000000001,skewed3
0,1,0,0,1,19,0,1,0,0.5263157894736842,3,1.9000000000000001,skewed3
1,1,0,0,1,20,1,1,1,0.55,3,1.9000000000000001,skewed3
0,0,1,0,1,21,0,1,0,0.5238095238095238,3,1.9000000000000001,skewed3
1,0,1,0,1,22,1,0,0,0.5,3,1.9000000000000001,skewed3
0,1,1,0,1,23,0,0,1,0.5217391304347826,3,1.9000000000000001,skewed3
1,1,1,0,1,24,1,1,1,0.5416666666666666,3,1.9000000000000001,skewed3
0,0,0,1,1,25,0,0,1,0.56,3,1.9000000000000001,skewed3
1,0,0,1,1,26,1,0,0,0.5384615384615384,3,1.9000000000000001,skewed3
0,1,0,1,1,27,0,0,1,0.5555555555555556,3,1.9000000000000001,skewed3
1,1,0,1,1,28,1,1,1,0.5714285714285714,3,1.9000000000000001,skewed3
0,0,1,1,1,29,0,1,0,0.5517241379310345,3,1.9000000000000001,skewed3
1,0,1,1,1,30,1,0,0,0.5333333333333333,3,1.9000000000000001,skewed3
0,1,1,1,1,31,0,1,0,0.5161290322580645,3,1.9000000000000001,skewed3
1,1,1,1,1,32,1,0,0,0.5,3,1.9000000000000001,skewed3
0,0,0,0,0,1,0,0,1,1,3,1.9000000000000001,skewed4
1,0,0,0,0,2,1,1,1,1,3,1.9000000000000001,skewed4
0,1,0,0,0,3,0,0,1,1,3,1.9000000000000001,skewed4
1,1,0,0,0,4,1,0,0,0.75,3,1.9000000000000001,skewed4
0,0,1,0,0,5,0,0,1,0.8,3,1.9000000000000001,skewed4
1,0,1,0,0,6,1,1,1,0.8333333333333334,3,1.9000000000000001,skewed4
0,1,1,0,0,7,0,0,1,0.8571428571428571,3,1.9000000000000001,skewed4
1,1,1,0,0,8,1,0,0,0.75,3,1.9000000000000001,skewed4
0,0,0,1,0,9,0,0,1,0.7777777777777778,3,1.9000000000000001,skewed4
1,0,0,1,0,10,1,0,0,0.7,3,1.9000000000000001,skewed4
0,1,0,1,0,11,0,1,0,0.6363636363636364,3,1.9000000000000001,skewed4
1,1,0,1,0,12,1,1,1,0.6666666666666666,3,1.9000000000000001,skewed4
0,0,1,1,0,13,0,1,0,0.6153846153846154,3,1.9000000000000001,skewed4
1,0,1,1,0,14,1,1,1,0.6428571428571429,3,1.9000000000000001,skewed4
0,1,1,1,0,15,0,1,0,0.6,3,1.9000000000000001,skewed4
1,1,1,1,0,16,1,0,0,0.5625,3,1.9000000000000001,skewed4
0,0,0,0,1,17,0,0,1,0.5882352941176471,3,1.9000000000000001,skewed4
1,0,0,0,1,18,1,0,0,0.5555555555555556,3,1.9000000000000001,skewed4
0,1,0,0,1,19,0,1,0,0.5263157894736842,3,1.9000000000000001,skewed4
1,1,0,0,1,20,1,1,1,0.55,3,1.9000000000000001,skewed4
0,0,1,0,1,21,0,1,0,0.5238095238095238,3,1.9000000000000001,skewed4
1,0,1,0,1,22,1,0,0,0.5,3,1.9000000000000001,skewed4
0,1,1,0,1,23,0,0,1,0.5217391304347826,3,1.9000000000000001,skewed4
1,1,1,0,1,24,1,1,1,0.5416666666666666,3,1.9000000000000001,skewed4
0,0,0,1,1,25,0,0,1,0.56,3,1.9000000000000001,skewed4
1,0,0,1,1,26,1,0,0,0.5384615384615384,3,1.9000000000000001,skewed4
0,1,0,1,1,27,0,0,1,0.5555555555555556,3,1.9000000000000001,skewed4
1,1,0,1,1,28,1,1,1,0.5714285714285714,3,1.9000000000000001,skewed4
0,0,1,1,1,29,0,1,0,0.5517241379310345,3,1.9000000000000001,skewed4
1,0,1,1,1,30,1,0,0,0.5333333333333333,3,1.9000000000000001,skewed4
0,1,1,1,1,31,0,1,0,0.5161290322580645,3,1.9000000000000001,skewed4
1,1,1,1,1,32,1,0,0,0.5,3,1.9000000000000001,skewed4
0,0,0,0,0,1,0,0,1,1,3,1.9000000000000001,skewed5
1,0,0,0,0,2,1,1,1,1,3,1.9000000000000001,skewed5
0,1,0,0,0,3,0,0,1,1,3,1.9000000000000001,skewed5
1,1,0,0,0,4,1,0,0,0.75,3,1.9000000000000001,skewed5
0,0,1,0,0,5,0,0,1,0.8,3,1.9000000000000001,skewed5
1,0,1,0,0,6,1,1,1,0.8333333333333334,3,1.9000000000000001,skewed5
0,1,1,0,0,7,0,0,1,0.8571428571428571,3,1.9000000000000001,skewed5
1,1,1,0,0,8,1,0,0,0.75,3,1.9000000000000001,skewed5
0,0,0,1,0,9,0,0,1,0.7777777777777778,3,1.9000000000000001,skewed5
1,0,0,1,0,10,1,0,0,0.7,3,1.9000000000000001,skewed5
0,1,0,1,0,11,0,1,0,0.6363636363636364,3,1.9000000000000001,skewed5
1,1,0,1,0,12,1,1,1,0.6666666666666666,3,1.9000000000000001,skewed5
0,0,1,1,0,13,0,1,0,0.6153846153846154,3,1.9000000000000001,skewed5
1,0,1,1,0,14,1,1,1,0.6428571428571429,3,1.9000000000000001,skewed5
0,1,1,1,0,15,0,1,0,0.6,3,1.9000000000000001,skewed5
1,1,1,1,0,16,1,0,0,0.5625,3,1.9000000000000001,skewed5
0,0,0,0,1,17,0,0,1,0.5882352941176471,3,1.9000000000000001,skewed5
1,0,0,0,1,18,1,0,0,0.5555555555555556,3,1.9000000000000001,skewed5
0,1,0,0,1,19,0,1,0,0.5263157894736842,3,1.9000000000000001,skewed5
1,1,0,0,1,20,1,1,1,0.55,3,1.9000000000000001,skewed5
0,0,1,0,1,21,0,1,0,0.5238095238095238,3,1.9000000000000001,skewed5
1,0,1,0,1,22,1,0,0,0.5,3,1.9000000000000001,skewed5
0,1,1,0,1,23,0,0,1,0.5217391304347826,3,1.9000000000000001,skewed5
1,1,1,0,1,24,1,1,1,0.5416666666666666,3,1.9000000000000001,skewed5
0,0,0,1,1,25,0,0,1,0.56,3,1.9000000000000001,skewed5
1,0,0,1,1,26,1,0,0,0.5384615384615384,3,1.9000000000000001,skewed5
0,1,0,1,1,27,0,0,1,0.5555555555555556,3,1.9000000000000001,skewed5
1,1,0,1,1,28,1,1,1,0.5714285714285714,3,1.9000000000000001,skewed5
0,0,1,1,1,29,0,1,0,0.5517241379310345,3,1.9000000000000001,skewed5
1,0,1,1,1,30,1,0,0,0.5333333333333333,3,1.9000000000000001,skewed5
0,1,1,1,1,31,0,1,0,0.5161290322580645,3,1.9000000000000001,skewed5
1,1,1,1,1,32,1,0,0,0.5,3,1.9000000000000001,skewed5
0,0,0,0,0,1,0,0,1,1,4,0.1,equal
1,0,0,0,0,2,1,1,1,1,4,0.1,equal
0,1,0,0,0,3,0,0,1,1,4,0.1,equal
1,1,0,0,0,4,1,0,0,0.75,4,0.1,equal
0,0,1,0,0,5,0,1,0,0.6,4,0.1,equal
1,0,1,0,0,6,1,0,0,0.5,4,0.1,equal
0,1,1,0,0,7,0,0,1,0.5714285714285714,4,0.1,equal
1,1,1,0,0,8,1,1,1,0.625,4,0.1,equal
0,0,0,1,0,9,0,0,1,0.6666666666666666,4,0.1,equal
1,0,0,1,0,10,1,1,1,0.7,4,0.1,equal
0,1,0,1,0,11,0,0,1,0.7272727272727273,4,0.1,equal
1,1,0,1,0,12,1,1,1,0.75,4,0.1,equal
0,0,1,1,0,13,0,0,1,0.7692307692307693,4,0.1,equal
1,0,1,1,0,14,1,1,1,0.7857142857142857,4,0.1,equal
0,1,1,1,0,15,0,1,0,0.7333333333333333,4,0.1,equal
1,1,1,1,0,16,1,1,1,0.75,4,0.1,equal
0,0,0,0,1,17,0,0,1,0.7647058823529411,4,0.1,equal
1,0,0,0,1,18,1,1,1,0.7777777777777778,4,0.1,equal
0,1,0,0,1,19,0,1,0,0.7368421052631579,4,0.1,equal
1,1,0,0,1,20,1,1,1,0.75,4,0.1,equal
0,0,1,0,1,21,0,1,0,0.7142857142857143,4,0.1,equal
1,0,1,0,1,22,1,0,0,0.6818181818181818,4,0.1,equal
0,1,1,0,1,23,0,0,1,0.6956521739130435,4,0.1,equal
1,1,1,0,1,24,1,0,0,0.6666666666666666,4,0.1,equal
0,0,0,1,1,25,0,1,0,0.64,4,0.1,equal
1,0,0,1,1,26,1,1,1,0.6538461538461539,4,0.1,equal
0,1,0,1,1,27,0,1,0,0.6296296296296297,4,0.1,equal
1,1,0,1,1,28,1,1,1,0.6428571428571429,4,0.1,equal
0,0,1,1,1,29,0,1,0,0.6206896551724138,4,0.1,equal
1,0,1,1,1,30,1,0,0,0.6,4,0.1,equal
0,1,1,1,1,31,0,0,1,0.6129032258064516,4,0.1,equal
1,1,1,1,1,32,1,1,1,0.625,4,0.1,equal
0,0,0,0,0,1,0,0,1,1,4,0.1,skewed1
1,0,0,0,0,2,1,1,1,1,4,0.1,skewed1
0,1,0,0,0,3,0,0,1,1,4,0.1,skewed1
1,1,0,0,0,4,1,0,0,0.75,4,0.1,skewed1
0,0,1,0,0,5,0,1,0,0.6,4,0.1,skewed1
1,0,1,0,0,6,1,0,0,0.5,4,0.1,skewed1
0,1,1,0,0,7,0,0,1,0.5714285714285714,4,0.1,skewed1
1,1,1,0,0,8,1,1,1,0.625,4,0.1,skewed1
0,0,0,1,0,9,0,0,1,0.6666666666666666,4,0.1,skewed1
1,0,0,1,0,10,1,1,1,0.7,4,0.1,skewed1
0,1,0,1,0,11,0,0,1,0.7272727272727273,4,0.1,skewed1
1,1,0,1,0,12,1,1,1,0.75,4,0.1,skewed1
0,0,1,1,0,13,0,0,1,0.7692307692307693,4,0.1,skewed1
1,0,1,1,0,14,1,1,1,0.7857142857142857,4,0.1,skewed1
0,1,1,1,0,15,0,1,0,0.7333333333333333,4,0.1,skewed1
1,1,1,1,0,16,1,1,1,0.75,4,0.1,skewed1
0,0,0,0,1,17,0,0,1,0.7647058823529411,4,0.1,skewed1
1,0,0,0,1,18,1,1,1,0.7777777777777778,4,0.1,skewed1
0,1,0,0,1,19,0,1,0,0.7368421052631579,4,0.1,skewed1
1,1,0,0,1,20,1,1,1,0.75,4,0.1,skewed1
0,0,1,0,1,21,0,1,0,0.7142857142857143,4,0.1,skewed1
1,0,1,0,1,22,1,0,0,0.6818181818181818,4,0.1,skewed1
0,1,1,0,1,23,0,0,1,0.6956521739130435,4,0.1,skewed1
1,1,1,0,1,24,1,0,0,0.6666666666666666,4,0.1,skewed1
0,0,0,1,1,25,0,1,0,0.64,4,0.1,skewed1
1,0,0,1,1,26,1,1,1,0.6538461538461539,4,0.1,skewed1
0,1,0,1,1,27,0,1,0,0.6296296296296297,4,0.1,skewed1
1,1,0,1,1,28,1,1,1,0.6428571428571429,4,0.1,skewed1
0,0,1,1,1,29,0,1,0,0.6206896551724138,4,0.1,skewed1
1,0,1,1,1,30,1,0,0,0.6,4,0.1,skewed1
0,1,1,1,1,31,0,0,1,0.6129032258064516,4,0.1,skewed1
1,1,1,1,1,32,1,1,1,0.625,4,0.1,skewed1
0,0,0,0,0,1,0,0,1,1,4,0.1,skewed2
1,0,0,0,0,2,1,1,1,1,4,0.1,skewed2
0,1,0,0,0,3,0,0,1,1,4,0.1,skewed2
1,1,0,0,0,4,1,1,1,1,4,0.1,skewed2
0,0,1,0,0,5,0,1,0,0.8,4,0.1,skewed2
1,0,1,0,0,6,1,1,1,0.8333333333333334,4,0.1,skewed2
0,1,1,0,0,7,0,0,1,0.8571428571428571,4,0.1,skewed2
1,1,1,0,0,8,1,0,0,0.75,4,0.1,skewed2
0,0,0,1,0,9,0,0,1,0.7777777777777778,4,0.1,skewed2
1,0,0,1,0,10,1,0,0,0.7,4,0.1,skewed2
0,1,0,1,0,11,0,0,1,0.7272727272727273,4,0.1,skewed2
1,1,0,1,0,12,1,0,0,0.6666666666666666,4,0.1,skewed2
0,0,1,1,0,13,0,0,1,0.6923076923076923,4,0.1,skewed2
1,0,1,1,0,14,1,0,0,0.6428571428571429,4,0.1,skewed2
0,1,1,1,0,15,0,1,0,0.6,4,0.1,skewed2
1,1,1,1,0,16,1,0,0,0.5625,4,0.1,skewed2
0,0,0,0,1,17,0,0,1,0.5882352941176471,4,0.1,skewed2
1,0,0,0,1,18,1,0,0,0.5555555555555556,4,0.1,skewed2
0,1,0,0,1,19,0,1,0,0.5263157894736842,4,0.1,skewed2
1,1,0,0,1,20,1,0,0,0.5,4,0.1,skewed2
0,0,1,0,1,21,0,1,0,0.47619047619047616,4,0.1,skewed2
1,0,1,0,1,22,1,1,1,0.5,4,0.1,skewed2
0,1,1,0,1,23,0,0,1,0.5217391304347826,4,0.1,skewed2
1,1,1,0,1,24,1,1,1,0.5416666666666666,4,0.1,skewed2
0,0,0,1,1,25,0,1,0,0.52,4,0.1,skewed2
1,0,0,1,1,26,1,0,0,0.5,4,0.1,skewed2
0,1,0,1,1,27,0,1,0,0.48148148148148145,4,0.1,skewed2
1,1,0,1,1,28,1,0,0,0.4642857142857143,4,0.1,skewed2
0,0,1,1,1,29,0,1,0,0.4482758620689655,4,0.1,skewed2
1,0,1,1,1,30,1,1,1,0.4666666666666667,4,0.1,skewed2
0,1,1,1,1,31,0,0,1,0.4838709677419355,4,0.1,skewed2
1,1,1,1,1,32,1,0,0,0.46875,4,0.1,skewed2
0,0,0,0,0,1,0,0,1,1,4,0.1,skewed3
1,0,0,0,0,2,1,1,1,1,4,0.1,skewed3
0,1,0,0,0,3,0,0,1,1,4,0.1,skewed3
1,1,0,0,0,4,1,1,1,1,4,0.1,skewed3
0,0,1,0,0,5,0,1,0,0.8,4,0.1,skewed3
1,0,1,0,0,6,1,1,1,0.8333333333333334,4,0.1,skewed3
0,1,1,0,0,7,0,0,1,0.8571428571428571,4,0.1,skewed3
1,1,1,0,0,8,1,0,0,0.75,4,0.1,skewed3
0,0,0,1,0,9,0,0,1,0.7777777777777778,4,0.1,skewed3
1,0,0,1,0,10,1,0,0,0.7,4,0.1,skewed3
0,1,0,1,0,11,0,0,1,0.7272727272727273,4,0.1,skewed3
1,1,0,1,0,12,1,0,0,0.6666666666666666,4,0.1,skewed3
0,0,1,1,0,13,0,0,1,0.6923076923076923,4,0.1,skewed3
1,0,1,1,0,14,1,0,0,0.6428571428571429,4,0.1,skewed3
0,1,1,1,0,15,0,1,0,0.6,4,0.1,skewed3
1,1,1,1,0,16,1,0,0,0.5625,4,0.1,skewed3
0,0,0,0,1,17,0,0,1,0.5882352941176471,4,0.1,skewed3
1,0,0,0,1,18,1,0,0,0.5555555555555556,4,0.1,skewed3
0,1,0,0,1,19,0,1,0,0.5263157894736842,4,0.1,skewed3
1,1,0,0,1,20,1,0,0,0.5,4,0.1,skewed3
0,0,1,0,1,21,0,1,0,0.47619047619047616,4,0.1,skewed3
1,0,1,0,1,22,1,1,1,0.5,4,0.1,skewed3
0,1,1,0,1,23,0,0,1,0.5217391304347826,4,0.1,skewed3
1,1,1,0,1,24,1,1,1,0.5416666666666666,4,0.1,skewed3
0,0,0,1,1,25,0,1,0,0.52,4,0.1,skewed3
1,0,0,1,1,26,1,0,0,0.5,4,0.1,skewed3
0,1,0,1,1,27,0,1,0,0.48148148148148145,4,0.1,skewed3
1,1,0,1,1,28,1,0,0,0.4642857142857143,4,0.1,skewed3
0,0,1,1,1,29,0,1,0,0.4482758620689655,4,0.1,skewed3
1,0,1,1,1,30,1,1,1,0.4666666666666667,4,0.1,skewed3
0,1,1,1,1,31,0,0,1,0.4838709677419355,4,0.1,skewed3
1,1,1,1,1,32,1,0,0,0.46875,4,0.1,skewed3
0,0,0,0,0,1,0,0,1,1,4,0.1,skewed4
1,0,0,0,0,2,1,1,1,1,4,0.1,skewed4
0,1,0,0,0,3,0,0,1,1,4,0.1,skewed4
1,1,0,0,0,4,1,1,1,1,4,0.1,skewed4
0,0,1,0,0,5,0,1,0,0.8,4,0.1,skewed4
1,0,1,0,0,6,1,1,1,0.8333333333333334,4,0.1,skewed4
0,1,1,0,0,7,0,0,1,0.8571428571428571,4,0.1,skewed4
1,1,1,0,0,8,1,0,0,0.75,4,0.1,skewed4
0,0,0,1,0,9,0,0,1,0.7777777777777778,4,0.1,skewed4
1,0,0,1,0,10,1,0,0,0.7,4,0.1,skewed4
0,1,0,1,0,11,0,0,1,0.7272727272727273,4,0.1,skewed4
1,1,0,1,0,12,1,0,0,0.6666666666666666,4,0.1,skewed4
0,0,1,1,0,13,0,0,1,0.6923076923076923,4,0.1,skewed4
1,0,1,1,0,14,1,0,0,0.6428571428571429,4,0.1,skewed4
0,1,1,1,0,15,0,1,0,0.6,4,0.1,skewed4
1,1,1,1,0,16,1,0,0,0.5625,4,0.1,skewed4
0,0,0,0,1,17,0,0,1,0.5882352941176471,4,0.1,skewed4
1,0,0,0,1,18,1,0,0,0.5555555555555556,4,0.1,skewed4
0,1,0,0,1,19,0,1,0,0.5263157894736842,4,0.1,skewed4
1,1,0,0,1,20,1,0,0,0.5,4,0.1,skewed4
0,0,1,0,1,21,0,1,0,0.47619047619047616,4,0.1,skewed4
1,0,1,0,1,22,1,1,1,0.5,4,0.1,skewed4
0,1,1,0,1,23,0,0,1,0.5217391304347826,4,0.1,skewed4
1,1,1,0,1,24,1,1,1,0.5416666666666666,4,0.1,skewed4
0,0,0,1,1,25,0,1,0,0.52,4,0.1,skewed4
1,0,0,1,1,26,1,0,0,0.5,4,0.1,skewed4
0,1,0,1,1,27,0,1,0,0.48148148148148145,4,0.1,skewed4
1,1,0,1,1,28,1,0,0,0.4642857142857143,4,0.1,skewed4
0,0,1,1,1,29,0,1,0,0.4482758620689655,4,0.1,skewed4
1,0,1,1,1,30,1,1,1,0.4666666666666667,4,0.1,skewed4
0,1,1,1,1,31,0,0,1,0.4838709677419355,4,0.1,skewed4
1,1,1,1,1,32,1,0,0,0.46875,4,0.1,skewed4
0,0,0,0,0,1,0,0,1,1,4,0.1,skewed5
1,0,0,0,0,2,1,1,1,1,4,0.1,skewed5
0,1,0,0,0,3,0,0,1,1,4,0.1,skewed5
1,1,0,0,0,4,1,1,1,1,4,0.1,skewed5
0,0,1,0,0,5,0,1,0,0.8,4,0.1,skewed5
1,0,1,0,0,6,1,1,1,0.8333333333333334,4,0.1,skewed5
0,1,1,0,0,7,0,0,1,0.8571428571428571,4,0.1,skewed5
1,1,1,0,0,8,1,0,0,0.75,4,0.1,skewed5
0,0,0,1,0,9,0,0,1,0.7777777777777778,4,0.1,skewed5
1,0,0,1,0,10,1,0,0,0.7,4,0.1,skewed5
0,1,0,1,0,11,0,0,1,0.7272727272727273,4,0.1,skewed5
1,1,0,1,0,12,1,0,0,0.6666666666666666,4,0.1,skewed5
0,0,1,1,0,13,0,0,1,0.6923076923076923,4,0.1,skewed5
1,0,1,1,0,14,1,0,0,0.6428571428571429,4,0.1,skewed5
0,1,1,1,0,15,0,1,0,0.6,4,0.1,skewed5
1,1,1,1,0,16,1,0,0,0.5625,4,0.1,skewed5
0,0,0,0,1,17,0,0,1,0.5882352941176471,4,0.1,skewed5
1,0,0,0,1,18,1,0,0,0.5555555555555556,4,0.1,skewed5
0,1,0,0,1,19,0,1,0,0.5263157894736842,4,0.1,skewed5
1,1,0,0,1,20,1,0,0,0.5,4,0.1,skewed5
0,0,1,0,1,21,0,1,0,0.47619047619047616,4,0.1,skewed5
1,0,1,0,1,22,1,1,1,0.5,4,0.1,skewed5
0,1,1,0,1,23,0,0,1,0.5217391304347826,4,0.1,skewed5
1,1,1,0,1,24,1,1,1,0.5416666666666666,4,0.1,skewed5
0,0,0,1,1,25,0,1,0,0.52,4,0.1,skewed5
1,0,0,1,1,26,1,0,0,0.5,4,0.1,skewed5
0,1,0,1,1,27,0,1,0,0.48148148148148145,4,0.1,skewed5
1,1,0,1,1,28,1,0,0,0.4642857142857143,4,0.1,skewed5
0,0,1,1,1,29,0,1,0,0.4482758620689655,4,0.1,skewed5
1,0,1,1,1,30,1,1,1,0.4666666666666667,4,0.1,skewed5
0,1,1,1,1,31,0,0,1,0.4838709677419355,4,0.1,skewed5
1,1,1,1,1,32,1,0,0,0.46875,4,0.1,skewed5
0,0,0,0,0,1,0,1,0,0,4,0.30000000000000004,equal
1,0,0,0,0,2,1,0,0,0,4,0.30000000000000004,equal
0,1,0,0,0,3,0,1,0,0,4,0.30000000000000004,equal
1,1,0,0,0,4,1,1,1,0.25,4,0.30000000000000004,equal
0,0,1,0,0,5,0,1,0,0.2,4,0.30000000000000004,equal
1,0,1,0,0,6,1,1,1,0.3333333333333333,4,0.30000000000000004,equal
0,1,1,0,0,7,0,0,1,0.42857142857142855,4,0.30000000000000004,equal
1,1,1,0,0,8,1,0,0,0.375,4,0.30000000000000004,equal
0,0,0,1,0,9,0,0,1,0.4444444444444444,4,0.30000000000000004,equal
1,0,0,1,0,10,1,0,0,0.4,4,0.30000000000000004,equal
0,1,0,1,0,11,0,1,0,0.36363636363636365,4,0.30000000000000004,equal
1,1,0,1,0,12,1,1,1,0.4166666666666667,4,0.30000000000000004,equal
0,0,1,1,0,13,0,1,0,0.38461538461538464,4,0.30000000000000004,equal
1,0,1,1,0,14,1,1,1,0.42857142857142855,4,0.30000000000000004,equal
0,1,1,1,0,15,0,0,1,0.4666666666666667,4,0.30000000000000004,equal
1,1,1,1,0,16,1,0,0,0.4375,4,0.30000000000000004,equal
0,0,0,0,1,17,0,0,1,0.47058823529411764,4,0.30000000000000004,equal
1,0,0,0,1,18,1,1,1,0.5,4,0.30000000000000004,equal
0,1,0,0,1,19,0,1,0,0.47368421052631576,4,0.30000000000000004,equal
1,1,0,0,1,20,1,0,0,0.45,4,0.30000000000000004,equal
0,0,1,0,1,21,0,1,0,0.42857142857142855,4,0.30000000000000004,equal
1,0,1,0,1,22,1,1,1,0.45454545454545453,4,0.30000000000000004,equal
0,1,1,0,1,23,0,1,0,0.43478260869565216,4,0.30000000000000004,equal
1,1,1,0,1,24,1,0,0,0.4166666666666667,4,0.30000000000000004,equal
0,0,0,1,1,25,0,1,0,0.4,4,0.30000000000000004,equal
1,0,0,1,1,26,1,0,0,0.38461538461538464,4,0.30000000000000004,equal
0,1,0,1,1,27,0,1,0,0.37037037037037035,4,0.30000000000000004,equal
1,1,0,1,1,28,1,1,1,0.39285714285714285,4,0.30000000000000004,equal
0,0,1,1,1,29,0,0,1,0.41379310344827586,4,0.30000000000000004,equal
1,0,1,1,1,30,1,1,1,0.43333333333333335,4,0.30000000000000004,equal
0,1,1,1,1,31,0,1,0,0.41935483870967744,4,0.30000000000000004,equal
1,1,1,1,1,32,1,1,1,0.4375,4,0.30000000000000004,equal
0,0,0,0,0,1,0,1,0,0,4,0.30000000000000004,skewed1
1,0,0,0,0,2,1,0,0,0,4,0.30000000000000004,skewed1
0,1,0,0,0,3,0,1,0,0,4,0.30000000000000004,skewed1
1,1,0,0,0,4,1,1,1,0.25,4,0.30000000000000004,skewed1
0,0,1,0,0,5,0,1,0,0.2,4,0.30000000000000004,skewed1
1,0,1,0,0,6,1,1,1,0.3333333333333333,4,0.30000000000000004,skewed1
0,1,1,0,0,7,0,0,1,0.42857142857142855,4,0.30000000000000004,skewed1
1,1,1,0,0,8,1,0,0,0.375,4,0.30000000000000004,skewed1
0,0,0,1,0,9,0,0,1,0.4444444444444444,4,0.30000000000000004,skewed1
1,0,0,1,0,10,1,0,0,0.4,4,0.30000000000000004,skewed1
0,1,0,1,0,11,0,1,0,0.36363636363636365,4,0.30000000000000004,skewed1
1,1,0,1,0,12,1,1,1,0.4166666666666667,4,0.30000000000000004,skewed1
0,0,1,1,0,13,0,1,0,0.38461538461538464,4,0.30000000000000004,skewed1
1,0,1,1,0,14,1,1,1,0.42857142857142855,4,0.30000000000000004,skewed1
0,1,1,1,0,15,0,0,1,0.4666666666666667,4,0.30000000000000004,skewed1
1,1,1,1,0,16,1,0,0,0.4375,4,0.30000000000000004,skewed1
0,0,0,0,1,17,0,0,1,0.47058823529411764,4,0.30000000000000004,skewed1
1,0,0,0,1,18,1,1,1,0.5,4,0.30000000000000004,skewed1
0,1,0,0,1,19,0,1,0,0.47368421052631576,4,0.30000000000000004,skewed1
1,1,0,0,1,20,1,0,0,0.45,4,0.30000000000000004,skewed1
0,0,1,0,1,21,0,1,0,0.42857142857142855,4,0.30000000000000004,skewed1
1,0,1,0,1,22,1,1,1,0.45454545454545453,4,0.30000000000000004,skewed1
0,1,1,0,1,23,0,1,0,0.43478260869565216,4,0.30000000000000004,skewed1
1,1,1,0,1,24,1,0,0,0.4166666666666667,4,0.30000000000000004,skewed1
0,0,0,1,1,25,0,1,0,0.4,4,0.30000000000000004,skewed1
1,0,0,1,1,26,1,0,0,0.38461538461538464,4,0.30000000000000004,skewed1
0,1,0,1,1,27,0,1,0,0.37037037037037035,4,0.30000000000000004,skewed1
1,1,0,1,1,28,1,1,1,0.39285714285714285,4,0.30000000000000004,skewed1
0,0,1,1,1,29,0,0,1,0.41379310344827586,4,0.30000000000000004,skewed1
1,0,1,1,1,30,1,1,1,0.43333333333333335,4,0.30000000000000004,skewed1
0,1,1,1,1,31,0,0,1,0.45161290322580644,4,0.30000000000000004,skewed1
